,AvgL,AvgW,B365L,B365W,Best of,CBL,CBW,Comment,Court,Date,EXL,EXW,L1,L2,L3,LBL,LBW,LPts,LRank,Location,Loser,Lsets,MaxL,MaxW,PSL,PSW,Round,SJL,SJW,Surface,Tier,Tournament,UBL,UBW,W1,W2,W3,WPts,WRank,WTA,Winner,Wsets
85,,,2,1.72,3,2.0,1.75,Completed,Outdoor,2007-01-09,2.05,1.72,3.0,5.0,,,,585.75,32.0,Hobart,Bondarenko A.,0.0,,,2.23,1.752,2nd Round,,,Hard,Tier 4,Moorilla Hobart International,2.0,1.77,6.0,7.0,,169.75,165.0,3,Molik A.,2.0
86,,,1.66,2.1,3,1.72,2.05,Completed,Outdoor,2007-01-10,1.75,2.0,6.0,2.0,5.0,,,449.0,46.0,Hobart,Castano C.,1.0,,,1.826,2.11,Quarterfinals,,,Hard,Tier 4,Moorilla Hobart International,1.77,2.0,3.0,6.0,7.0,365.5,70.0,3,Bardina V.,2.0
87,,,1.83,1.83,3,1.87,1.87,Completed,Outdoor,2007-01-10,1.87,1.87,4.0,1.0,,,,169.75,165.0,Hobart,Molik A.,0.0,,,1.847,2.08,Quarterfinals,,,Hard,Tier 4,Moorilla Hobart International,1.84,1.92,6.0,6.0,,382.0,66.0,3,Mirza S.,2.0
88,,,2.75,1.39,3,2.65,1.45,Completed,Outdoor,2007-01-10,2.65,1.45,6.0,1.0,1.0,,,560.75,34.0,Hobart,Zheng J.,1.0,,,3.28,1.403,Quarterfinals,,,Hard,Tier 4,Moorilla Hobart International,2.72,1.43,4.0,6.0,6.0,1144.0,13.0,3,Chakvetadze A.,2.0
89,,,1.14,5.0,3,1.16,4.85,Completed,Outdoor,2007-01-10,1.2,4.25,6.0,5.0,3.0,,,301.0,94.0,Hobart,Williams S.,1.0,,,1.215,5.25,Quarterfinals,,,Hard,Tier 4,Moorilla Hobart International,1.21,4.2,3.0,7.0,6.0,415.25,56.0,3,Bammer S.,2.0
90,,,1.8,1.9,3,1.75,2.0,Completed,Outdoor,2007-01-11,1.72,2.05,3.0,1.0,,,,415.25,56.0,Hobart,Bammer S.,0.0,,,1.909,2.0,Semifinals,,,Hard,Tier 4,Moorilla Hobart International,1.8,1.96,6.0,6.0,,365.5,70.0,3,Bardina V.,2.0
91,,,2.75,1.39,3,2.8,1.4,Completed,Outdoor,2007-01-11,3.0,1.36,4.0,1.0,,,,382.0,66.0,Hobart,Mirza S.,0.0,,,3.25,1.408,Semifinals,,,Hard,Tier 4,Moorilla Hobart International,2.85,1.4,6.0,6.0,,1144.0,13.0,3,Chakvetadze A.,2.0
92,,,3.5,1.25,3,4.25,1.2,Completed,Outdoor,2007-01-12,3.46,1.28,3.0,6.0,,,,365.5,70.0,Hobart,Bardina V.,0.0,,,4.5,1.263,The Final,,,Hard,Tier 4,Moorilla Hobart International,3.55,1.28,6.0,7.0,,1144.0,13.0,3,Chakvetadze A.,2.0
93,,,,,3,10.0,1.04,Completed,Outdoor,2007-01-07,7.94,1.06,3.0,4.0,,,,175.25,159.0,Sydney,Dellacqua C.,0.0,,,10.0,1.091,1st Round,,,Hard,Tier 2,Medibank International,,,6.0,6.0,,1087.0,14.0,4,Ivanovic A.,2.0
94,,,,,3,1.75,2.0,Completed,Outdoor,2007-01-07,,,4.0,5.0,,,,1032.0,15.0,Sydney,Schiavone F.,0.0,,,1.769,2.2,1st Round,,,Hard,Tier 2,Medibank International,,,6.0,7.0,,879.75,21.0,4,Li N.,2.0
95,,,,,3,3.7,1.25,Completed,Outdoor,2007-01-07,3.46,1.28,4.0,2.0,,,,922.0,19.0,Sydney,Groenefeld A.L.,0.0,,,3.48,1.373,1st Round,,,Hard,Tier 2,Medibank International,3.4,1.3,6.0,6.0,,934.0,18.0,4,Peer S.,2.0
96,,,,,3,2.65,1.45,Completed,Outdoor,2007-01-07,2.5,1.5,1.0,4.0,,,,968.0,17.0,Sydney,Hantuchova D.,0.0,,,2.71,1.552,1st Round,,,Hard,Tier 2,Medibank International,2.4,1.54,6.0,6.0,,1391.0,11.0,4,Vaidisova N.,2.0
97,,,1.57,2.25,3,8.0,1.06,Completed,Outdoor,2007-01-08,1.57,2.3,1.0,4.0,,,,794.0,24.0,Sydney,Zvonareva V.,0.0,,,1.719,2.29,1st Round,,,Hard,Tier 2,Medibank International,1.65,2.18,6.0,6.0,,704.0,27.0,4,Stosur S.,2.0
98,,,2.5,1.44,3,2.7,1.43,Completed,Outdoor,2007-01-08,2.75,1.42,4.0,5.0,,,,419.0,54.0,Sydney,Peng S.,0.0,,,2.78,1.524,1st Round,,,Hard,Tier 2,Medibank International,2.7,1.44,6.0,7.0,,828.0,22.0,4,Golovin T.,2.0
99,,,1.3,3.25,3,1.3,3.35,Completed,Outdoor,2007-01-08,1.28,3.46,6.0,2.0,,,,881.0,20.0,Sydney,Bartoli M.,0.0,,,1.299,4.04,1st Round,,,Hard,Tier 2,Medibank International,1.25,3.8,7.0,6.0,,338.0,82.0,4,Fedak Y.,2.0
100,,,3.75,1.22,3,3.7,1.25,Completed,Outdoor,2007-01-08,3.46,1.28,3.0,6.0,3.0,,,288.0,101.0,Sydney,Dushevina V.,1.0,,,4.02,1.301,1st Round,,,Hard,Tier 2,Medibank International,3.5,1.28,6.0,4.0,6.0,1578.0,9.0,4,Schnyder P.,2.0
101,,,4,1.19,3,4.65,1.17,Completed,Outdoor,2007-01-08,,,3.0,1.0,,,,3.0,1323.0,Sydney,Bovina E.,0.0,,,5.06,1.224,1st Round,,,Hard,Tier 2,Medibank International,4.3,1.2,6.0,6.0,,825.0,23.0,4,Srebotnik K.,2.0
102,,,1.83,1.83,3,3.35,1.3,Completed,Outdoor,2007-01-08,1.87,1.87,4.0,6.0,3.0,,,2063.0,7.0,Sydney,Hingis M.,1.0,,,2.01,1.901,1st Round,,,Hard,Tier 2,Medibank International,1.88,1.88,6.0,4.0,6.0,1296.0,12.0,4,Jankovic J.,2.0
103,,,3.25,1.28,3,3.7,1.25,Completed,Outdoor,2007-01-08,3.75,1.25,7.0,6.0,0.0,,,716.0,26.0,Sydney,Sugiyama A.,1.0,,,3.97,1.306,1st Round,,,Hard,Tier 2,Medibank International,3.4,1.3,6.0,7.0,6.0,1875.0,8.0,4,Dementieva E.,2.0
104,,,1.07,7.0,3,1.07,8.0,Completed,Outdoor,2007-01-08,1.06,7.94,6.0,3.0,2.0,,,1475.0,10.0,Sydney,Safina D.,1.0,,,1.085,10.72,1st Round,,,Hard,Tier 2,Medibank International,1.08,7.2,4.0,6.0,6.0,363.75,72.0,4,Pratt N.,2.0
105,,,2.62,1.44,3,2.25,1.6,Completed,Outdoor,2007-01-09,2.65,1.45,2.0,6.0,,,,704.0,27.0,Sydney,Stosur S.,0.0,,,2.65,1.571,2nd Round,,,Hard,Tier 2,Medibank International,2.62,1.46,6.0,7.0,,1296.0,12.0,4,Jankovic J.,2.0
106,,,3.25,1.28,3,10.0,1.02,Completed,Outdoor,2007-01-09,3.55,1.27,7.0,5.0,1.0,,,828.0,22.0,Sydney,Golovin T.,1.0,,,3.6,1.357,2nd Round,,,Hard,Tier 2,Medibank International,3.3,1.31,6.0,7.0,6.0,3391.0,3.0,4,Mauresmo A.,2.0
107,,,1.66,2.1,3,1.72,2.05,Completed,Outdoor,2007-01-09,1.75,2.0,6.0,2.0,,,,1578.0,9.0,Sydney,Schnyder P.,0.0,,,1.909,2.0,2nd Round,,,Hard,Tier 2,Medibank International,1.8,1.96,7.0,6.0,,934.0,18.0,4,Peer S.,2.0
108,,,1.39,2.75,3,1.5,2.5,Completed,Outdoor,2007-01-09,1.45,2.65,6.0,1.0,5.0,,,1875.0,8.0,Sydney,Dementieva E.,1.0,,,1.476,2.9,2nd Round,,,Hard,Tier 2,Medibank International,1.48,2.55,3.0,6.0,7.0,879.75,21.0,4,Li N.,2.0
109,,,8.5,1.04,3,13.0,1.01,Completed,Outdoor,2007-01-09,11.0,1.03,1.0,2.0,,,,363.75,72.0,Sydney,Pratt N.,0.0,,,16.0,1.05,2nd Round,,,Hard,Tier 2,Medibank International,12.5,1.03,6.0,6.0,,2215.0,5.0,4,Clijsters K.,2.0
110,,,6,1.1,3,6.0,1.11,Completed,Outdoor,2007-01-09,5.65,1.12,3.0,1.0,,,,338.0,82.0,Sydney,Fedak Y.,0.0,,,6.83,1.156,2nd Round,,,Hard,Tier 2,Medibank International,5.8,1.12,6.0,6.0,,1391.0,11.0,4,Vaidisova N.,2.0
111,,,1.33,3.0,3,1.28,3.5,Retired,Outdoor,2007-01-09,1.4,2.8,2.0,,,,,2523.0,4.0,Sydney,Kuznetsova S.,0.0,,,1.392,3.35,2nd Round,,,Hard,Tier 2,Medibank International,1.4,2.85,6.0,,,825.0,23.0,4,Srebotnik K.,1.0
112,,,1.44,2.62,3,1.43,2.7,Retired,Outdoor,2007-01-09,1.42,2.75,2.0,2.0,,,,2189.0,6.0,Sydney,Petrova N.,0.0,,,1.943,1.962,2nd Round,,,Hard,Tier 2,Medibank International,1.42,2.77,6.0,4.0,,1087.0,14.0,4,Ivanovic A.,1.0
113,,,4.5,1.16,3,4.0,1.22,Completed,Outdoor,2007-01-10,4.5,1.18,2.0,1.0,,,,934.0,18.0,Sydney,Peer S.,0.0,,,5.5,1.2,Quarterfinals,,,Hard,Tier 2,Medibank International,4.0,1.23,6.0,6.0,,2215.0,5.0,4,Clijsters K.,2.0
114,,,2.2,1.61,3,2.3,1.58,Completed,Outdoor,2007-01-10,2.15,1.65,5.0,1.0,,,,825.0,23.0,Sydney,Srebotnik K.,0.0,,,2.2,1.769,Quarterfinals,,,Hard,Tier 2,Medibank International,2.38,1.55,7.0,6.0,,879.75,21.0,4,Li N.,2.0
115,,,1.53,2.37,3,1.58,2.3,Completed,Outdoor,2007-01-10,1.55,2.35,5.0,0.0,,,,3391.0,3.0,Sydney,Mauresmo A.,0.0,,,1.524,2.78,Quarterfinals,,,Hard,Tier 2,Medibank International,1.64,2.2,7.0,6.0,,1296.0,12.0,4,Jankovic J.,2.0
116,,,1.9,1.8,3,1.95,1.8,Completed,Outdoor,2007-01-10,1.85,1.85,4.0,2.0,,,,1087.0,14.0,Sydney,Ivanovic A.,0.0,,,1.971,1.935,Quarterfinals,,,Hard,Tier 2,Medibank International,1.9,1.86,6.0,6.0,,1391.0,11.0,4,Vaidisova N.,2.0
117,,,7,1.08,3,5.8,1.12,Completed,Outdoor,2007-01-11,5.94,1.11,1.0,6.0,5.0,,,879.75,21.0,Sydney,Li N.,1.0,,,7.43,1.14,Semifinals,,,Hard,Tier 2,Medibank International,5.4,1.14,6.0,1.0,7.0,2215.0,5.0,4,Clijsters K.,2.0
118,,,2,1.72,3,2.0,1.75,Completed,Outdoor,2007-01-11,2.05,1.72,4.0,6.0,4.0,,,1391.0,11.0,Sydney,Vaidisova N.,1.0,,,2.2,1.769,Semifinals,,,Hard,Tier 2,Medibank International,2.18,1.65,6.0,4.0,6.0,1296.0,12.0,4,Jankovic J.,2.0
119,,,2.75,1.39,3,2.6,1.46,Completed,Outdoor,2007-01-12,3.0,1.36,6.0,6.0,4.0,,,1296.0,12.0,Sydney,Jankovic J.,1.0,,,3.1,1.435,The Final,,,Hard,Tier 2,Medibank International,3.1,1.35,4.0,7.0,6.0,2215.0,5.0,4,Clijsters K.,2.0
120,,,9.5,1.04,3,9.0,1.05,Completed,Outdoor,2007-01-15,8.5,1.05,3.0,4.0,,,,449.0,44.0,Melbourne,Perry S.,0.0,,,13.5,1.065,1st Round,,,Hard,Grand Slam,Australian Open,9.0,1.05,6.0,6.0,,3460.0,3.0,5,Mauresmo A.,2.0
121,,,2.62,1.44,3,2.9,1.38,Completed,Outdoor,2007-01-15,2.8,1.4,6.0,4.0,2.0,,,271.5,108.0,Melbourne,Gallovits E.,1.0,,,2.83,1.493,1st Round,,,Hard,Grand Slam,Australian Open,2.75,1.42,2.0,6.0,6.0,315.0,90.0,5,Tu M.,2.0
122,,,3,1.36,3,3.8,1.24,Completed,Outdoor,2007-01-15,3.3,1.3,2.0,4.0,,,,313.75,91.0,Melbourne,Domachowska M.,0.0,,,4.21,1.285,1st Round,,,Hard,Grand Slam,Australian Open,3.2,1.33,6.0,6.0,,537.25,38.0,5,Poutchkova O.,2.0
123,,,1.53,2.37,3,1.53,2.4,Completed,Outdoor,2007-01-15,1.57,2.3,3.0,4.0,,,,350.5,74.0,Melbourne,Gajdosova J.,0.0,,,1.685,2.36,1st Round,,,Hard,Grand Slam,Australian Open,1.57,2.32,6.0,6.0,,295.25,95.0,5,Sequera M.,2.0
124,,,6,1.1,3,6.3,1.1,Completed,Outdoor,2007-01-15,6.2,1.1,1.0,3.0,,,,429.0,54.0,Melbourne,Oprandi R.,0.0,,,9.0,1.1,1st Round,,,Hard,Grand Slam,Australian Open,6.25,1.11,6.0,6.0,,961.0,17.0,5,Peer S.,2.0
125,,,1.83,1.83,3,1.8,1.95,Completed,Outdoor,2007-01-15,1.87,1.87,4.0,2.0,,,,273.5,105.0,Melbourne,Fernandez C.,0.0,,,1.87,2.05,1st Round,,,Hard,Grand Slam,Australian Open,1.86,1.9,6.0,6.0,,272.0,106.0,5,Ondraskova Z.,2.0
126,,,3.25,1.33,3,3.35,1.3,Completed,Outdoor,2007-01-15,3.0,1.36,6.0,3.0,1.0,,,316.75,89.0,Melbourne,Sprem K.,1.0,,,3.05,1.444,1st Round,,,Hard,Grand Slam,Australian Open,3.0,1.37,3.0,6.0,6.0,609.0,28.0,5,Kirilenko M.,2.0
127,,,2,1.72,3,1.95,1.8,Completed,Outdoor,2007-01-15,2.0,1.75,7.0,1.0,4.0,,,262.25,110.0,Melbourne,Voskoboeva G.,1.0,,,2.0,1.909,1st Round,,,Hard,Grand Slam,Australian Open,2.1,1.7,6.0,6.0,6.0,324.25,84.0,5,Benesova I.,2.0
128,,,2.25,1.57,3,2.35,1.55,Completed,Outdoor,2007-01-15,2.2,1.63,2.0,6.0,5.0,,,283.25,101.0,Melbourne,Pous Tio L.,1.0,,,2.25,1.741,1st Round,,,Hard,Grand Slam,Australian Open,2.25,1.61,6.0,4.0,7.0,375.5,68.0,5,Yakimova A.,2.0
129,,,1.9,1.8,3,1.9,1.82,Completed,Outdoor,2007-01-15,,,2.0,7.0,4.0,,,351.25,73.0,Melbourne,Fedak Y.,1.0,,,2.2,1.769,1st Round,,,Hard,Grand Slam,Australian Open,2.0,1.77,6.0,5.0,6.0,299.75,94.0,5,Azarenka V.,2.0
130,,,1.83,1.83,3,1.85,1.87,Completed,Outdoor,2007-01-15,1.91,1.83,0.0,3.0,,,,180.25,157.0,Melbourne,Cravero J.,0.0,,,1.8,2.15,1st Round,,,Hard,Grand Slam,Australian Open,,,6.0,6.0,,545.0,36.0,5,Muller M.,2.0
131,,,6,1.1,3,5.4,1.13,Completed,Outdoor,2007-01-15,5.65,1.12,3.0,1.0,,,,392.0,63.0,Melbourne,Smashnovai A.,0.0,,,8.0,1.13,1st Round,,,Hard,Grand Slam,Australian Open,5.8,1.12,6.0,6.0,,862.0,23.0,5,Golovin T.,2.0
132,,,1.72,2.0,3,1.8,1.95,Completed,Outdoor,2007-01-15,1.83,1.91,0.0,6.0,3.0,,,451.0,43.0,Melbourne,Likhovtseva E.,1.0,,,1.926,1.98,1st Round,,,Hard,Grand Slam,Australian Open,1.8,1.96,6.0,4.0,6.0,257.75,116.0,5,Vakulenko J.,2.0
133,,,6.5,1.1,3,6.9,1.08,Completed,Outdoor,2007-01-15,6.95,1.08,1.0,2.0,,,,261.25,112.0,Melbourne,Foretz S.,0.0,,,7.8,1.133,1st Round,,,Hard,Grand Slam,Australian Open,6.5,1.1,6.0,6.0,,1875.0,8.0,5,Dementieva E.,2.0
134,,,2.37,1.53,3,2.3,1.58,Completed,Outdoor,2007-01-15,2.3,1.57,2.0,2.0,,,,277.25,103.0,Melbourne,Flipkens K.,0.0,,,2.41,1.662,1st Round,,,Hard,Grand Slam,Australian Open,2.33,1.57,6.0,6.0,,426.5,55.0,5,Camerin M.E.,2.0
135,,,3.5,1.28,3,3.8,1.24,Completed,Outdoor,2007-01-15,3.46,1.28,3.0,4.0,,,,395.75,61.0,Melbourne,Arvidsson S.,0.0,,,4.55,1.26,1st Round,,,Hard,Grand Slam,Australian Open,3.9,1.24,6.0,6.0,,730.0,26.0,5,Sugiyama A.,2.0
136,,,6.5,1.1,3,6.3,1.1,Completed,Outdoor,2007-01-15,6.95,1.08,4.0,7.0,1.0,,,389.5,64.0,Melbourne,Craybas J.,1.0,,,8.53,1.12,1st Round,,,Hard,Grand Slam,Australian Open,6.5,1.1,6.0,5.0,6.0,1428.0,12.0,5,Vaidisova N.,2.0
137,,,4.5,1.16,3,4.0,1.22,Completed,Outdoor,2007-01-15,4.65,1.17,6.0,2.0,5.0,,,165.25,169.0,Melbourne,Dellacqua C.,1.0,,,5.4,1.208,1st Round,,,Hard,Grand Slam,Australian Open,4.7,1.17,4.0,6.0,7.0,875.0,22.0,5,Srebotnik K.,2.0
138,,,1.61,2.2,3,1.6,2.25,Completed,Outdoor,2007-01-15,1.65,2.15,7.0,1.0,1.0,,,604.0,30.0,Melbourne,Medina Garrigues A.,1.0,,,1.813,2.13,1st Round,,,Hard,Grand Slam,Australian Open,1.75,2.03,6.0,6.0,6.0,469.75,41.0,5,Vesnina E.,2.0
139,,,10,1.04,3,10.0,1.04,Completed,Outdoor,2007-01-15,9.5,1.04,3.0,3.0,,,,301.0,92.0,Melbourne,Wozniak A.,0.0,,,21.0,1.04,1st Round,,,Hard,Grand Slam,Australian Open,10.0,1.05,6.0,6.0,,1456.0,11.0,5,Jankovic J.,2.0
140,,,1.53,2.37,3,1.53,2.4,Completed,Outdoor,2007-01-15,1.57,2.3,5.0,3.0,,,,325.5,82.0,Melbourne,Sucha M.,0.0,,,1.606,2.55,1st Round,,,Hard,Grand Slam,Australian Open,1.55,2.38,7.0,6.0,,324.75,83.0,5,Birnerova E.,2.0
141,,,2.37,1.53,3,2.35,1.55,Completed,Outdoor,2007-01-15,2.65,1.45,6.0,1.0,7.0,,,255.5,118.0,Melbourne,Czink M.,1.0,,,2.9,1.476,1st Round,,,Hard,Grand Slam,Australian Open,2.4,1.54,1.0,6.0,9.0,373.5,69.0,5,Ruano Pascual V.,2.0
142,,,2.1,1.66,3,1.95,1.8,Completed,Outdoor,2007-01-15,2.0,1.75,0.0,3.0,,,,266.25,109.0,Melbourne,Dushevina V.,0.0,,,2.18,1.781,1st Round,,,Hard,Grand Slam,Australian Open,1.98,1.78,6.0,6.0,,881.0,21.0,5,Bartoli M.,2.0
143,,,3.25,1.33,3,3.0,1.36,Completed,Outdoor,2007-01-15,3.05,1.35,3.0,1.0,,,,292.5,98.0,Melbourne,Brianti A.,0.0,,,3.24,1.41,1st Round,,,Hard,Grand Slam,Australian Open,3.1,1.35,6.0,6.0,,370.0,70.0,5,Safarova L.,2.0
144,,,1.72,2.0,3,1.8,1.95,Completed,Outdoor,2007-01-15,1.83,1.91,2.0,2.0,,,,341.0,79.0,Melbourne,Sun T.T.,0.0,,,1.781,2.18,1st Round,,,Hard,Grand Slam,Australian Open,1.75,2.03,6.0,6.0,,415.75,57.0,5,Dulko G.,2.0
145,,,8,1.06,3,8.0,1.06,Completed,Outdoor,2007-01-15,7.79,1.06,3.0,2.0,,,,364.75,71.0,Melbourne,Tanasugarn T.,0.0,,,11.0,1.083,1st Round,,,Hard,Grand Slam,Australian Open,7.0,1.08,6.0,6.0,,2141.0,6.0,5,Petrova N.,2.0
146,,,5.5,1.12,3,5.4,1.13,Completed,Outdoor,2007-01-15,4.65,1.17,4.0,4.0,,,,300.0,93.0,Melbourne,Kloesel S.,0.0,,,5.92,1.185,1st Round,,,Hard,Grand Slam,Australian Open,5.1,1.15,6.0,6.0,,896.0,20.0,5,Schiavone F.,2.0
147,,,1.19,4.33,3,1.18,4.5,Completed,Outdoor,2007-01-15,1.2,4.25,6.0,6.0,4.0,,,589.75,31.0,Melbourne,Zheng J.,1.0,,,1.229,4.96,1st Round,,,Hard,Grand Slam,Australian Open,1.18,4.6,4.0,7.0,6.0,293.75,97.0,5,Schruff J.,2.0
148,,,11,1.02,3,11.0,1.03,Completed,Outdoor,2007-01-15,7.35,1.07,2.0,0.0,,,,7.75,914.0,Melbourne,Moore J.,0.0,,,13.0,1.067,1st Round,,,Hard,Grand Slam,Australian Open,9.0,1.06,6.0,6.0,,2510.0,4.0,5,Kuznetsova S.,2.0
149,,,1.25,3.75,3,1.3,3.35,Completed,Outdoor,2007-01-15,1.26,3.6,1.0,4.0,,,,218.25,131.0,Melbourne,Tulyaganova I.,0.0,,,1.288,4.17,1st Round,,,Hard,Grand Slam,Australian Open,1.28,3.5,6.0,6.0,,108.0,241.0,5,Adamczak M.,2.0
150,,,1.39,2.75,3,1.43,2.7,Completed,Outdoor,2007-01-15,1.4,2.8,4.0,3.0,,,,448.0,45.0,Melbourne,Krajicek M.,0.0,,,1.455,3.0,1st Round,,,Hard,Grand Slam,Australian Open,1.44,2.7,6.0,6.0,,174.25,159.0,5,Kremer A.,2.0
151,,,3.39,1.3,3,3.25,1.31,Completed,Outdoor,2007-01-15,3.46,1.28,2.0,1.0,,,,583.5,32.0,Melbourne,Santangelo M.,0.0,,,3.7,1.333,1st Round,,,Hard,Grand Slam,Australian Open,3.25,1.32,6.0,6.0,,331.0,81.0,5,Williams S.,2.0
152,,,15,1.01,3,15.0,1.01,Completed,Outdoor,2007-01-16,15.0,1.01,3.0,6.0,7.0,,,393.5,62.0,Melbourne,Pin C.,1.0,,,36.0,1.018,1st Round,,,Hard,Grand Slam,Australian Open,32.0,1.01,6.0,4.0,9.0,3532.0,2.0,5,Sharapova M.,2.0
153,,,1.44,2.62,3,1.36,3.0,Completed,Outdoor,2007-01-16,1.45,2.65,3.0,1.0,,,,320.0,87.0,Melbourne,Vinci R.,0.0,,,1.429,3.13,1st Round,,,Hard,Grand Slam,Australian Open,1.4,2.85,6.0,6.0,,287.75,100.0,5,Rodionova A.,2.0
154,,,6,1.11,3,5.65,1.12,Completed,Outdoor,2007-01-16,5.2,1.14,3.0,5.0,,,,282.25,102.0,Melbourne,Savchuk O.,0.0,,,5.75,1.19,1st Round,,,Hard,Grand Slam,Australian Open,5.1,1.15,6.0,7.0,,431.0,53.0,5,Mirza S.,2.0
155,,,5.5,1.12,3,5.65,1.12,Completed,Outdoor,2007-01-16,5.0,1.15,2.0,0.0,,,,405.75,58.0,Melbourne,King V.,0.0,,,5.65,1.194,1st Round,,,Hard,Grand Slam,Australian Open,4.6,1.18,6.0,6.0,,1108.0,14.0,5,Ivanovic A.,2.0
156,,,5,1.14,3,4.65,1.17,Completed,Outdoor,2007-01-16,4.5,1.18,4.0,5.0,,,,464.25,42.0,Melbourne,Bammer S.,0.0,,,6.25,1.174,1st Round,,,Hard,Grand Slam,Australian Open,4.6,1.18,6.0,7.0,,1258.0,13.0,5,Chakvetadze A.,2.0
157,,,2.75,1.39,3,2.8,1.4,Completed,Outdoor,2007-01-16,2.8,1.4,2.0,3.0,,,,271.5,107.0,Melbourne,Beygelzimer Y.,0.0,,,2.81,1.51,1st Round,,,Hard,Grand Slam,Australian Open,2.72,1.43,6.0,6.0,,363.5,72.0,5,Granville L.,2.0
158,,,2.62,1.44,3,2.5,1.5,Completed,Outdoor,2007-01-16,2.3,1.57,5.0,3.0,,,,163.0,170.0,Melbourne,Ferguson S.,0.0,,,2.72,1.549,1st Round,,,Hard,Grand Slam,Australian Open,2.37,1.55,7.0,6.0,,378.25,67.0,5,Kostanic J.,2.0
159,,,3.75,1.25,3,3.7,1.25,Completed,Outdoor,2007-01-16,3.46,1.28,3.0,1.0,,,,245.5,119.0,Melbourne,Zakopalova K.,0.0,,,4.3,1.278,1st Round,,,Hard,Grand Slam,Australian Open,3.75,1.25,6.0,6.0,,714.0,27.0,5,Stosur S.,2.0
160,,,1.66,2.1,3,1.8,1.95,Completed,Outdoor,2007-01-16,1.68,2.1,6.0,2.0,7.0,,,347.25,76.0,Melbourne,Laine E.,1.0,,,1.826,2.11,1st Round,,,Hard,Grand Slam,Australian Open,1.7,2.1,4.0,6.0,9.0,212.25,134.0,5,Kudryavtseva A.,2.0
161,,,3.25,1.33,3,3.8,1.24,Completed,Outdoor,2007-01-16,3.46,1.28,7.0,3.0,2.0,,,295.0,96.0,Melbourne,Lepchenko V.,1.0,,,3.98,1.305,1st Round,,,Hard,Grand Slam,Australian Open,3.55,1.28,5.0,6.0,6.0,399.25,59.0,5,Radwanska A.,2.0
162,,,1.5,2.5,3,1.5,2.5,Completed,Outdoor,2007-01-16,1.5,2.5,4.0,0.0,,,,556.75,35.0,Melbourne,Daniilidou E.,0.0,,,1.49,2.84,1st Round,,,Hard,Grand Slam,Australian Open,1.45,2.65,6.0,6.0,,388.0,65.0,5,Nakamura A.,2.0
163,,,1.39,2.75,3,1.53,2.4,Completed,Outdoor,2007-01-16,1.5,2.5,5.0,3.0,,,,531.0,39.0,Melbourne,Shaughnessy M.,0.0,,,1.535,2.77,1st Round,,,Hard,Grand Slam,Australian Open,1.5,2.5,7.0,6.0,,176.5,158.0,5,Voracova R.,2.0
164,,,2.25,1.57,3,2.5,1.5,Completed,Outdoor,2007-01-16,,,7.0,4.0,0.0,,,397.75,60.0,Melbourne,Pratt N.,1.0,,,2.47,1.637,1st Round,,,Hard,Grand Slam,Australian Open,2.42,1.53,6.0,6.0,6.0,344.0,78.0,5,Razzano V.,2.0
165,,,3.25,1.33,3,3.15,1.33,Completed,Outdoor,2007-01-16,3.46,1.28,1.0,6.0,,,,22.0,578.0,Melbourne,Cohen Aloro S.,0.0,,,4.04,1.299,1st Round,,,Hard,Grand Slam,Australian Open,3.4,1.3,6.0,7.0,,576.75,34.0,5,Bondarenko A.,2.0
166,,,3,1.36,3,3.05,1.35,Completed,Outdoor,2007-01-16,,,6.0,2.0,1.0,,,261.25,111.0,Melbourne,Gagliardi E.,1.0,,,2.93,1.469,1st Round,,,Hard,Grand Slam,Australian Open,2.77,1.42,3.0,6.0,6.0,582.75,33.0,5,Garbin T.,2.0
167,,,13,1.01,3,11.0,1.03,Completed,Outdoor,2007-01-16,10.0,1.03,0.0,0.0,,,,445.5,48.0,Melbourne,Bardina V.,0.0,,,24.0,1.03,1st Round,,,Hard,Grand Slam,Australian Open,18.0,1.02,6.0,6.0,,2441.0,5.0,5,Clijsters K.,2.0
168,,,1.66,2.1,3,1.58,2.3,Completed,Outdoor,2007-01-16,1.63,2.2,5.0,6.0,4.0,,,382.75,66.0,Melbourne,Pironkova T.,1.0,,,1.775,2.19,1st Round,,,Hard,Grand Slam,Australian Open,1.65,2.17,7.0,2.0,6.0,321.0,86.0,5,Morigami A.,2.0
169,,,5.5,1.12,3,6.3,1.1,Completed,Outdoor,2007-01-16,7.35,1.07,0.0,2.0,,,,435.0,51.0,Melbourne,Dechy N.,0.0,,,8.75,1.111,1st Round,,,Hard,Grand Slam,Australian Open,6.1,1.11,6.0,6.0,,2063.0,7.0,5,Hingis M.,2.0
170,,,1.66,2.1,3,1.72,2.05,Completed,Outdoor,2007-01-16,1.75,2.0,5.0,6.0,,,,608.0,29.0,Melbourne,Pennetta F.,0.0,,,1.84,2.09,1st Round,,,Hard,Grand Slam,Australian Open,1.77,2.0,7.0,7.0,,344.5,77.0,5,Kanepi K.,2.0
171,,,2.75,1.39,3,2.7,1.43,Completed,Outdoor,2007-01-16,2.75,1.42,2.0,6.0,,,,350.5,75.0,Melbourne,Chan Y.J.,0.0,,,3.05,1.444,1st Round,,,Hard,Grand Slam,Australian Open,2.9,1.39,6.0,7.0,,198.75,141.0,5,Molik A.,2.0
