"date","club","country","elo"
"2000-07-15","Kryliya Sovetov","RUS","1358.88"
"2000-07-15","La Coruna","ESP","1844.94"
"2000-07-15","Las Palmas","ESP","1652.88"
"2000-07-15","LASK","AUT","1429.57"
"2000-07-15","Laval","FRA","1496.87"
"2000-07-15","Lazio","ITA","1894.08"
"2000-07-15","Le Havre","FRA","1578.00"
"2000-07-15","Le Mans","FRA","1477.89"
"2000-07-15","Lecce","ITA","1635.02"
"2000-07-15","Leeds","ENG","1782.38"
"2000-07-15","Leganes","ESP","1572.61"
"2000-07-15","Legia","POL","1534.50"
"2000-07-15","Leicester","ENG","1687.84"
"2000-07-15","Leiria","POR","1451.38"
"2000-07-15","Lens","FRA","1730.89"
"2000-07-15","Levante","ESP","1549.41"
"2000-07-15","Leverkusen","GER","1822.45"
"2000-07-15","Lierse","BEL","1471.19"
"2000-07-15","Lille","FRA","1630.81"
"2000-07-15","Lillestrom","NOR","1508.85"
"2000-07-15","Liverpool","ENG","1770.10"
"2000-07-15","Lleida","ESP","1606.60"
"2000-07-15","Lok Moskva","RUS","1624.96"
"2000-07-15","Lok Nizhny","RUS","1283.14"
"2000-07-15","Lokeren","BEL","1467.34"
"2000-07-15","Lorient","FRA","1491.14"
"2000-07-15","Louvieroise","BEL","1310.63"
"2000-07-15","Lubin","POL","1449.38"
"2000-07-15","Lyngby","DEN","1410.72"
"2000-07-15","Lyon","FRA","1702.60"
"2000-07-15","Mainz","GER","1504.53"
"2000-07-15","Malaga","ESP","1736.42"
"2000-07-15","Mallorca","ESP","1800.35"
"2000-07-15","Man City","ENG","1579.94"
"2000-07-15","Man United","ENG","1931.90"
"2000-07-15","Mannheim","GER","1441.10"
"2000-07-15","Maritimo","POR","1490.66"
"2000-07-15","Marseille","FRA","1686.34"
"2000-07-15","Martigues","FRA","1422.21"
"2000-07-15","Mechelen","BEL","1355.02"
"2000-07-15","Metz","FRA","1673.11"
"2000-07-15","MGladbach","GER","1580.48"
"2000-07-15","Middlesbrough","ENG","1679.13"
"2000-07-15","Midtjylland","DEN","1287.29"
"2000-07-15","Milan","ITA","1841.61"
"2000-07-15","Molde","NOR","1518.89"
"2000-07-15","Monaco","FRA","1778.03"
"2000-07-15","Montpellier","FRA","1606.00"
"2000-07-15","Monza","ITA","1536.85"
"2000-07-15","Moss","NOR","1401.30"
"2000-07-15","Motherwell","SCO","1415.20"
"2000-07-15","Mouscron","BEL","1536.73"
"2000-07-15","Munich 1860","GER","1671.74"
"2000-07-15","Murcia","ESP","1470.87"
"2000-07-15","NAC Breda","NED","1381.15"
"2000-07-15","Nancy","FRA","1633.80"
"2000-07-15","Nantes","FRA","1664.36"
"2000-07-15","Napoli","ITA","1598.18"
"2000-07-15","Newcastle","ENG","1712.14"
"2000-07-15","Nice","FRA","1518.06"
"2000-07-15","Nijmegen","NED","1382.29"
"2000-07-15","Nimes","FRA","1449.91"
"2000-07-15","Niort","FRA","1469.16"
"2000-07-15","Norrkoeping","SWE","1481.93"
"2000-07-15","Norwich","ENG","1464.67"
"2000-07-15","Nottm Forest","ENG","1512.09"
"2000-07-15","Noworossisk","RUS","1480.74"
"2000-07-15","Numancia","ESP","1690.13"
"2000-07-15","Nurnberg","GER","1579.35"
"2000-07-15","Oberhausen","GER","1529.77"
"2000-07-15","Odd Grenland","NOR","1416.76"
"2000-07-15","Odense","DEN","1401.37"
"2000-07-15","Odra Wodzislaw","POL","1402.80"
"2000-07-15","Oerebro","SWE","1399.22"
"2000-07-15","Oergryte","SWE","1454.91"
"2000-07-15","OFI","GRE","1475.65"
"2000-07-15","Olympiakos","GRE","1758.33"
"2000-07-15","Osasuna","ESP","1615.91"
"2000-07-15","Osnabruck","GER","1428.57"
"2000-07-15","Otelul Galati","ROM","1356.46"
"2000-07-15","Oviedo","ESP","1723.45"
"2000-07-15","Pacos Ferreira","POR","1328.14"
"2000-07-15","Panahaiki","GRE","1344.98"
"2000-07-15","Panathinaikos","GRE","1706.54"
"2000-07-15","Paniliakos","GRE","1329.30"
"2000-07-15","Panionios","GRE","1340.10"
"2000-07-15","PAOK","GRE","1518.22"
"2000-07-15","Paris SG","FRA","1714.89"
"2000-07-15","Parma","ITA","1793.02"
"2000-07-15","Perugia","ITA","1658.87"
"2000-07-15","Pescara","ITA","1563.65"
"2000-07-15","Petrolul Ploiesti","ROM","1330.04"
"2000-07-15","Piacenza","ITA","1598.04"
"2000-07-15","Piatra Neamt","ROM","1356.27"
"2000-07-15","Pistoiese","ITA","1526.61"
"2000-07-15","Plock","POL","1321.42"
"2000-07-15","Pogon","POL","1339.39"
"2000-07-15","Polonia Warszawa","POL","1553.97"
"2000-07-15","Porto","POR","1711.66"
"2000-07-15","Portsmouth","ENG","1439.73"
"2000-07-15","Preston","ENG","1416.38"
"2000-07-15","Progresul","ROM","1370.50"
"2000-07-15","PSV Eindhoven","NED","1742.95"
"2000-07-15","QPR","ENG","1509.88"
"2000-07-15","Radzionkow","POL","1397.35"
"2000-07-15","Rangers","SCO","1702.73"
"2000-07-15","Rapid Bucuresti","ROM","1547.77"
"2000-07-15","Rapid Wien","AUT","1586.11"
"2000-07-15","Ravenna","ITA","1531.53"
"2000-07-15","Real Madrid","ESP","1884.02"
"2000-07-15","Recreativo","ESP","1523.14"
"2000-07-15","Reggina","ITA","1654.99"
"2000-07-15","Rennes","FRA","1644.99"
"2000-07-15","Reutlingen","GER","1428.57"
"2000-07-15","Ried","AUT","1492.51"
"2000-07-15","Rizespor","TUR","1316.39"
"2000-07-15","Rocar Bucuresti","ROM","1251.68"
"2000-07-15","Roda","NED","1560.98"
"2000-07-15","Roma","ITA","1791.52"
"2000-07-15","Roosendaal","NED","1381.15"
"2000-07-15","Rosenborg","NOR","1701.51"
"2000-07-15","Rostov","RUS","1428.68"
"2000-07-15","Rotor Volgograd","RUS","1426.31"
"2000-07-15","Ruch","POL","1485.07"
"2000-07-15","Saarbrucken","GER","1428.57"
"2000-07-15","Salamanca","ESP","1609.90"
"2000-07-15","Salernitana","ITA","1572.40"
"2000-07-15","Salgueiros","POR","1390.98"
"2000-07-15","Salzburg","AUT","1484.83"
"2000-07-15","Sampdoria","ITA","1631.84"
"2000-07-15","Samsunspor","TUR","1429.96"
"2000-07-15","Santander","ESP","1754.87"
"2000-07-15","Saturn Ramenskoje","RUS","1425.38"
"2000-07-15","Schalke 04","GER","1626.21"
"2000-07-15","Sedan","FRA","1624.22"
"2000-07-15","Sevilla","ESP","1625.98"
"2000-07-15","Sheffield United","ENG","1462.72"
"2000-07-15","Sheffield Weds","ENG","1604.18"
"2000-07-15","Siena","ITA","1466.99"
"2000-07-15","Siirt Jet-PA","TUR","1316.39"
"2000-07-15","Silkeborg","DEN","1473.23"
"2000-07-15","Slask","POL","1306.80"
"2000-07-15","Sochaux","FRA","1575.12"
"2000-07-15","Sociedad","ESP","1777.34"
"2000-07-15","SonderjyskE","DEN","1287.29"
"2000-07-15","Southampton","ENG","1629.97"
"2000-07-15","Sp Braga","POR","1463.41"
"2000-07-15","Sp Gijon","ESP","1590.28"
"2000-07-15","Sp Lisbon","POR","1655.92"
"2000-07-15","Sparta Rotterdam","NED","1394.39"
"2000-07-15","Spartak Moskva","RUS","1713.93"
"2000-07-15","St Etienne","FRA","1620.74"
"2000-07-15","St Johnstone","SCO","1434.86"
"2000-07-15","St Mirren","SCO","1321.87"
"2000-07-15","St Pauli","GER","1495.55"
"2000-07-15","St Truiden","BEL","1398.03"
"2000-07-15","Stabaek","NOR","1550.60"
"2000-07-15","Standard","BEL","1475.28"
"2000-07-15","Start","NOR","1276.94"
"2000-07-15","Steaua","ROM","1471.27"
"2000-07-15","Stockport","ENG","1436.38"
"2000-07-15","Stomil","POL","1390.18"
"2000-07-15","Strasbourg","FRA","1642.51"
"2000-07-15","Sturm Graz","AUT","1641.48"
"2000-07-15","Stuttgart","GER","1650.61"
"2000-07-15","Sunderland","ENG","1712.08"
"2000-07-15","Sundsvall","SWE","1346.17"
"2000-07-15","Tenerife","ESP","1592.64"
"2000-07-15","Ternana","ITA","1537.88"
"2000-07-15","Torino","ITA","1641.32"
"2000-07-15","Torpedo Moskva","RUS","1508.39"
"2000-07-15","Tottenham","ENG","1676.75"
"2000-07-15","Toulouse","FRA","1551.65"
"2000-07-15","Trabzonspor","TUR","1476.88"
"2000-07-15","Tranmere","ENG","1457.90"
"2000-07-15","Trelleborg","SWE","1381.16"
"2000-07-15","Treviso","ITA","1555.50"
"2000-07-15","Tromso","NOR","1472.15"
"2000-07-15","Troyes","FRA","1586.57"
"2000-07-15","Twente","NED","1581.77"
"2000-07-15","U.Las Palmas","ESP","1470.87"
"2000-07-15","Udinese","ITA","1777.44"
"2000-07-15","Ulm","GER","1543.77"
"2000-07-15","Unterhaching","GER","1623.52"
"2000-07-15","Uralan Elista","RUS","1377.90"
"2000-07-15","Utrecht","NED","1462.72"
"2000-07-15","Vaestra","SWE","1347.50"
"2000-07-15","Valencia","ESP","1904.36"
"2000-07-15","Valerenga","NOR","1398.98"
"2000-07-15","Valladolid","ESP","1765.68"
"2000-07-15","Vallecano","ESP","1715.15"
"2000-07-15","Venezia","ITA","1607.65"
"2000-07-15","Verona","ITA","1688.23"
"2000-07-15","Viborg","DEN","1453.45"
"2000-07-15","Vicenza","ITA","1641.72"
"2000-07-15","Viking","NOR","1525.54"
"2000-07-15","Villarreal","ESP","1651.91"
"2000-07-15","Vitesse","NED","1622.39"
"2000-07-15","Waalwijk","NED","1408.30"
"2000-07-15","Wacker Innsbruck","AUT","1579.27"
"2000-07-15","Wasquehal","FRA","1465.08"
"2000-07-15","Watford","ENG","1503.84"
"2000-07-15","Werder Bremen","GER","1682.76"
"2000-07-15","West Brom","ENG","1437.82"
"2000-07-15","West Ham","ENG","1681.31"
"2000-07-15","Westerlo","BEL","1461.96"
"2000-07-15","Widzew","POL","1470.89"
"2000-07-15","Willem II","NED","1504.76"
"2000-07-15","Wimbledon","ENG","1556.67"
"2000-07-15","Wisla","POL","1585.43"
"2000-07-15","Wolfsburg","GER","1667.58"
"2000-07-15","Wolves","ENG","1561.44"
"2000-07-15","Wurzburger Kickers","GER","1457.43"
"2000-07-15","Xanthi","GRE","1383.50"
"2000-07-15","Yozgatspor","TUR","1316.39"
"2000-07-15","Zaragoza","ESP","1847.78"
"2000-07-15","Zenit","RUS","1494.73"
"2000-08-01","Aachen","GER","1453.60"
"2000-08-01","Aalborg","DEN","1496.26"
"2000-08-01","Aalst","BEL","1338.02"
"2000-08-01","Aarhus","DEN","1402.40"
"2000-08-01","Aberdeen","SCO","1360.74"
"2000-08-01","Adanaspor","TUR","1382.90"
"2000-08-01","Admira","AUT","1279.28"
"2000-08-01","AEK","GRE","1599.31"
"2000-08-01","Ahlen","GER","1428.57"
"2000-08-01","AIK","SWE","1552.06"
"2000-08-01","Ajaccio","FRA","1476.65"
"2000-08-01","Ajax","NED","1604.75"
"2000-08-01","Akademisk","DEN","1475.01"
"2000-08-01","Alanya","RUS","1430.82"
"2000-08-01","Alaves","ESP","1773.22"
"2000-08-01","Albacete","ESP","1578.79"
"2000-08-01","Alverca","POR","1396.29"
"2000-08-01","Amica Wronki","POL","1452.54"
"2000-08-01","Ancona","ITA","1466.99"
"2000-08-01","Anderlecht","BEL","1633.87"
"2000-08-01","Angers","FRA","1417.68"
"2000-08-01","Ankaraguecue","TUR","1376.33"
"2000-08-01","Antalyaspor","TUR","1372.78"
"2000-08-01","Antwerp","BEL","1311.12"
"2000-08-01","Anzhi","RUS","1401.64"
"2000-08-01","Arges Pitesti","ROM","1382.37"
"2000-08-01","Aris","GRE","1421.40"
"2000-08-01","Arsenal","ENG","1871.66"
"2000-08-01","Aston Villa","ENG","1728.15"
"2000-08-01","Astra","ROM","1290.30"
"2000-08-01","Atalanta","ITA","1631.75"
"2000-08-01","Ath Bilbao","ESP","1778.66"
"2000-08-01","Ath Madrid","ESP","1713.55"
"2000-08-01","Athinaikos","GRE","1243.66"
"2000-08-01","Austria Wien","AUT","1510.81"
"2000-08-01","Auxerre","FRA","1624.71"
"2000-08-01","Aves","POR","1328.14"
"2000-08-01","AZ Alkmaar","NED","1508.47"
"2000-08-01","Bacau","ROM","1354.99"
"2000-08-01","Badajoz","ESP","1555.70"
"2000-08-01","Barcelona","ESP","1887.37"
"2000-08-01","Bari","ITA","1659.61"
"2000-08-01","Barnsley","ENG","1562.94"
"2000-08-01","Bastia","FRA","1664.26"
"2000-08-01","Bayern Munich","GER","1867.24"
"2000-08-01","Beauvais","FRA","1414.12"
"2000-08-01","Beerschot VA","BEL","1486.02"
"2000-08-01","Beira Mar","POR","1366.01"
"2000-08-01","Belenenses","POR","1387.75"
"2000-08-01","Benfica","POR","1613.20"
"2000-08-01","Besiktas","TUR","1622.90"
"2000-08-01","Betis","ESP","1711.35"
"2000-08-01","Beveren","BEL","1352.23"
"2000-08-01","Bielefeld","GER","1600.83"
"2000-08-01","Birmingham","ENG","1560.75"
"2000-08-01","Bistrita","ROM","1325.68"
"2000-08-01","Blackburn","ENG","1527.02"
"2000-08-01","Boavista","POR","1563.62"
"2000-08-01","Bochum","GER","1587.32"
"2000-08-01","Bodoe Glimt","NOR","1412.50"
"2000-08-01","Bologna","ITA","1705.30"
"2000-08-01","Bolton","ENG","1574.41"
"2000-08-01","Bordeaux","FRA","1730.00"
"2000-08-01","Bradford","ENG","1578.67"
"2000-08-01","Brann","NOR","1541.15"
"2000-08-01","Brasov","ROM","1249.13"
"2000-08-01","Bregenz","AUT","1362.25"
"2000-08-01","Brescia","ITA","1618.26"
"2000-08-01","Brondby","DEN","1486.62"
"2000-08-01","Bryne","NOR","1289.71"
"2000-08-01","Burnley","ENG","1416.38"
"2000-08-01","Bursaspor","TUR","1377.44"
"2000-08-01","Caen","FRA","1517.29"
"2000-08-01","Cagliari","ITA","1606.65"
"2000-08-01","Campomaiorense","POR","1383.50"
"2000-08-01","Cannes","FRA","1465.82"
"2000-08-01","Celta","ESP","1810.33"
"2000-08-01","Celtic","SCO","1589.63"
"2000-08-01","Charleroi","BEL","1346.57"
"2000-08-01","Charlton","ENG","1608.72"
"2000-08-01","Chateauroux","FRA","1503.47"
"2000-08-01","Chelsea","ENG","1800.12"
"2000-08-01","Chemnitz","GER","1443.56"
"2000-08-01","Chievo","ITA","1535.41"
"2000-08-01","Cittadella","ITA","1466.99"
"2000-08-01","Club Brugge","BEL","1592.82"
"2000-08-01","Compostela","ESP","1578.70"
"2000-08-01","Cordoba","ESP","1540.15"
"2000-08-01","Cosenza","ITA","1515.73"
"2000-08-01","Cottbus","GER","1547.35"
"2000-08-01","Coventry","ENG","1635.56"
"2000-08-01","Craiova 1948","ROM","1314.51"
"2000-08-01","Creteil","FRA","1446.25"
"2000-08-01","Crewe","ENG","1426.45"
"2000-08-01","Crotone","ITA","1466.99"
"2000-08-01","Crystal Palace","ENG","1461.20"
"2000-08-01","CSKA Moskva","RUS","1459.21"
"2000-08-01","Denizlispor","TUR","1367.67"
"2000-08-01","Derby","ENG","1636.03"
"2000-08-01","Dinamo Bucuresti","ROM","1539.75"
"2000-08-01","Dortmund","GER","1646.19"
"2000-08-01","Duisburg","GER","1553.58"
"2000-08-01","Dundee","SCO","1400.94"
"2000-08-01","Dundee United","SCO","1336.04"
"2000-08-01","Dunfermline","SCO","1321.60"
"2000-08-01","Dynamo Moskva","RUS","1501.38"
"2000-08-01","Eibar","ESP","1576.33"
"2000-08-01","Ein Frankfurt","GER","1643.06"
"2000-08-01","Elche","ESP","1531.62"
"2000-08-01","Elfsborg","SWE","1437.84"
"2000-08-01","Empoli","ITA","1559.98"
"2000-08-01","Erzurumspor","TUR","1343.12"
"2000-08-01","Espanol","ESP","1785.89"
"2000-08-01","Est Amadora","POR","1472.09"
"2000-08-01","Ethnikos Asteras","GRE","1328.21"
"2000-08-01","Everton","ENG","1685.50"
"2000-08-01","Extremadura","ESP","1604.05"
"2000-08-01","Fakel Voronezh","RUS","1321.42"
"2000-08-01","Farense","POR","1393.12"
"2000-08-01","FC Kobenhavn","DEN","1449.22"
"2000-08-01","FC Koln","GER","1580.98"
"2000-08-01","Fenerbahce","TUR","1560.32"
"2000-08-01","Ferrol","ESP","1470.87"
"2000-08-01","Feyenoord","NED","1663.48"
"2000-08-01","Fiorentina","ITA","1805.00"
"2000-08-01","For Sittard","NED","1486.85"
"2000-08-01","Foresta Suceava","ROM","1128.72"
"2000-08-01","Freiburg","GER","1618.10"
"2000-08-01","Fulham","ENG","1487.33"
"2000-08-01","GAIS","SWE","1338.37"
"2000-08-01","GAK","AUT","1414.95"
"2000-08-01","Galatasaray","TUR","1768.55"
"2000-08-01","Gaz Metan","ROM","1128.72"
"2000-08-01","Gaziantepspor","TUR","1497.05"
"2000-08-01","Genclerbirligi","TUR","1480.36"
"2000-08-01","Genk","BEL","1494.24"
"2000-08-01","Genoa","ITA","1595.12"
"2000-08-01","Gent","BEL","1508.78"
"2000-08-01","Getafe","ESP","1502.74"
"2000-08-01","Giannina","GRE","1243.66"
"2000-08-01","Gil Vicente","POR","1464.45"
"2000-08-01","Gillingham","ENG","1416.38"
"2000-08-01","Goeteborg","SWE","1480.94"
"2000-08-01","Gornik","POL","1402.83"
"2000-08-01","Graafschap","NED","1425.43"
"2000-08-01","Greuther Furth","GER","1512.87"
"2000-08-01","Grimsby","ENG","1415.65"
"2000-08-01","Grodzisk","POL","1342.58"
"2000-08-01","Groningen","NED","1381.15"
"2000-08-01","Gueugnon","FRA","1534.35"
"2000-08-01","Guimaraes","POR","1472.70"
"2000-08-01","Guingamp","FRA","1576.86"
"2000-08-01","Haecken","SWE","1343.36"
"2000-08-01","Haka","FIN","1258.90"
"2000-08-01","Halmstad","SWE","1540.45"
"2000-08-01","Hamburg","GER","1716.30"
"2000-08-01","Hammarby","SWE","1408.58"
"2000-08-01","Hannover","GER","1504.93"
"2000-08-01","Hansa Rostock","GER","1631.68"
"2000-08-01","Harelbeke","BEL","1390.44"
"2000-08-01","Haugesund","NOR","1279.57"
"2000-08-01","Hearts","SCO","1463.35"
"2000-08-01","Heerenveen","NED","1600.77"
"2000-08-01","Helsingborg","SWE","1494.31"
"2000-08-01","Herfolge","DEN","1432.82"
"2000-08-01","Hertha","GER","1663.24"
"2000-08-01","Hibernian","SCO","1374.62"
"2000-08-01","HJK Helsinki","FIN","1329.31"
"2000-08-01","Huddersfield","ENG","1495.81"
"2000-08-01","Inter","ITA","1794.38"
"2000-08-01","Ionikos","GRE","1412.91"
"2000-08-01","Ipswich","ENG","1638.03"
"2000-08-01","Iraklis","GRE","1405.66"
"2000-08-01","Istanbulspor","TUR","1388.39"
"2000-08-01","Jaen","ESP","1470.87"
"2000-08-01","Jokerit","FIN","1290.20"
"2000-08-01","Juventus","ITA","1852.32"
"2000-08-01","Kaiserslautern","GER","1669.80"
"2000-08-01","Kalamata","GRE","1351.57"
"2000-08-01","Katowice","POL","1317.52"
"2000-08-01","Kilmarnock","SCO","1415.77"
"2000-08-01","Kocaelispor","TUR","1386.28"
"2000-08-01","Kryliya Sovetov","RUS","1365.73"
"2000-08-01","La Coruna","ESP","1844.94"
"2000-08-01","Las Palmas","ESP","1652.88"
"2000-08-01","LASK","AUT","1425.61"
"2000-08-01","Laval","FRA","1503.61"
"2000-08-01","Lazio","ITA","1894.08"
"2000-08-01","Le Havre","FRA","1579.15"
"2000-08-01","Le Mans","FRA","1472.12"
"2000-08-01","Lecce","ITA","1635.02"
"2000-08-01","Leeds","ENG","1782.38"
"2000-08-01","Leganes","ESP","1572.61"
"2000-08-01","Legia","POL","1552.94"
"2000-08-01","Leicester","ENG","1687.84"
"2000-08-01","Leiria","POR","1451.38"
"2000-08-01","Lens","FRA","1743.32"
"2000-08-01","Levante","ESP","1549.41"
"2000-08-01","Leverkusen","GER","1822.45"
"2000-08-01","Lierse","BEL","1471.68"
"2000-08-01","Lille","FRA","1632.15"
"2000-08-01","Lillestrom","NOR","1506.06"
"2000-08-01","Liverpool","ENG","1770.10"
"2000-08-01","Lleida","ESP","1606.60"
"2000-08-01","Lok Moskva","RUS","1630.60"
"2000-08-01","Lok Nizhny","RUS","1289.40"
"2000-08-01","Lokeren","BEL","1467.82"
"2000-08-01","Lorient","FRA","1484.23"
"2000-08-01","Louvieroise","BEL","1311.12"
"2000-08-01","Lubin","POL","1458.94"
"2000-08-01","Lyngby","DEN","1403.42"
"2000-08-01","Lyon","FRA","1698.35"
"2000-08-01","Mainz","GER","1504.53"
"2000-08-01","Malaga","ESP","1736.42"
"2000-08-01","Mallorca","ESP","1800.35"
"2000-08-01","Man City","ENG","1579.94"
"2000-08-01","Man United","ENG","1931.90"
"2000-08-01","Mannheim","GER","1441.10"
"2000-08-01","Maritimo","POR","1490.66"
"2000-08-01","Marseille","FRA","1691.36"
"2000-08-01","Martigues","FRA","1427.12"
"2000-08-01","Mechelen","BEL","1355.50"
"2000-08-01","Metz","FRA","1677.45"
"2000-08-01","MGladbach","GER","1580.48"
"2000-08-01","Middlesbrough","ENG","1679.13"
"2000-08-01","Midtjylland","DEN","1303.68"
"2000-08-01","Milan","ITA","1841.61"
"2000-08-01","Molde","NOR","1508.63"
"2000-08-01","Monaco","FRA","1776.69"
"2000-08-01","Montpellier","FRA","1614.09"
"2000-08-01","Monza","ITA","1536.85"
"2000-08-01","Moss","NOR","1403.10"
"2000-08-01","Motherwell","SCO","1401.38"
"2000-08-01","Mouscron","BEL","1537.22"
"2000-08-01","Munich 1860","GER","1671.74"
"2000-08-01","Murcia","ESP","1470.87"
"2000-08-01","NAC Breda","NED","1381.15"
"2000-08-01","Nancy","FRA","1640.12"
"2000-08-01","Nantes","FRA","1651.93"
"2000-08-01","Napoli","ITA","1598.18"
"2000-08-01","Newcastle","ENG","1712.14"
"2000-08-01","Nice","FRA","1516.91"
"2000-08-01","Nijmegen","NED","1382.29"
"2000-08-01","Nimes","FRA","1450.63"
"2000-08-01","Niort","FRA","1473.70"
"2000-08-01","Norrkoeping","SWE","1476.14"
"2000-08-01","Norwich","ENG","1464.67"
"2000-08-01","Nottm Forest","ENG","1512.09"
"2000-08-01","Noworossisk","RUS","1480.56"
"2000-08-01","Numancia","ESP","1690.13"
"2000-08-01","Nurnberg","GER","1579.35"
"2000-08-01","Oberhausen","GER","1529.77"
"2000-08-01","Odd Grenland","NOR","1440.15"
"2000-08-01","Odense","DEN","1398.34"
"2000-08-01","Odra Wodzislaw","POL","1397.25"
"2000-08-01","Oerebro","SWE","1401.92"
"2000-08-01","Oergryte","SWE","1428.95"
"2000-08-01","OFI","GRE","1475.65"
"2000-08-01","Olympiakos","GRE","1758.33"
"2000-08-01","Osasuna","ESP","1615.91"
"2000-08-01","Osnabruck","GER","1428.57"
"2000-08-01","Otelul Galati","ROM","1348.32"
"2000-08-01","Oviedo","ESP","1723.45"
"2000-08-01","Pacos Ferreira","POR","1328.14"
"2000-08-01","Panahaiki","GRE","1344.98"
"2000-08-01","Panathinaikos","GRE","1706.54"
"2000-08-01","Paniliakos","GRE","1329.30"
"2000-08-01","Panionios","GRE","1340.10"
"2000-08-01","PAOK","GRE","1518.22"
"2000-08-01","Paris SG","FRA","1720.51"
"2000-08-01","Parma","ITA","1793.02"
"2000-08-01","Perugia","ITA","1658.87"
"2000-08-01","Pescara","ITA","1563.65"
"2000-08-01","Petrolul Ploiesti","ROM","1321.90"
"2000-08-01","Piacenza","ITA","1598.04"
"2000-08-01","Piatra Neamt","ROM","1348.13"
"2000-08-01","Pistoiese","ITA","1526.61"
"2000-08-01","Plock","POL","1332.45"
"2000-08-01","Pogon","POL","1355.84"
"2000-08-01","Polonia Warszawa","POL","1569.81"
"2000-08-01","Porto","POR","1711.66"
"2000-08-01","Portsmouth","ENG","1439.73"
"2000-08-01","Preston","ENG","1416.38"
"2000-08-01","Progresul","ROM","1362.35"
"2000-08-01","PSV Eindhoven","NED","1742.95"
"2000-08-01","QPR","ENG","1509.88"
"2000-08-01","Radzionkow","POL","1393.88"
"2000-08-01","Rangers","SCO","1704.73"
"2000-08-01","Rapid Bucuresti","ROM","1539.63"
"2000-08-01","Rapid Wien","AUT","1582.68"
"2000-08-01","Ravenna","ITA","1531.53"
"2000-08-01","Real Madrid","ESP","1884.02"
"2000-08-01","Recreativo","ESP","1523.14"
"2000-08-01","Reggina","ITA","1654.99"
"2000-08-01","Rennes","FRA","1649.24"
"2000-08-01","Reutlingen","GER","1428.57"
"2000-08-01","Ried","AUT","1493.63"
"2000-08-01","Rizespor","TUR","1318.53"
"2000-08-01","Rocar Bucuresti","ROM","1243.54"
"2000-08-01","Roda","NED","1560.98"
"2000-08-01","Roma","ITA","1791.52"
"2000-08-01","Roosendaal","NED","1381.15"
"2000-08-01","Rosenborg","NOR","1706.67"
"2000-08-01","Rostov","RUS","1436.28"
"2000-08-01","Rotor Volgograd","RUS","1421.71"
"2000-08-01","Ruch","POL","1484.07"
"2000-08-01","Saarbrucken","GER","1428.57"
"2000-08-01","Salamanca","ESP","1609.90"
"2000-08-01","Salernitana","ITA","1572.40"
"2000-08-01","Salgueiros","POR","1390.98"
"2000-08-01","Salzburg","AUT","1495.25"
"2000-08-01","Sampdoria","ITA","1631.84"
"2000-08-01","Samsunspor","TUR","1432.11"
"2000-08-01","Santander","ESP","1754.87"
"2000-08-01","Saturn Ramenskoje","RUS","1425.49"
"2000-08-01","Schalke 04","GER","1626.21"
